sp;gen;fam;Growth_Rings;Vessel_porosity;Vessel_arangement;Perforation_plates; Intervessel_pits_arregement;Mean_tangential_diameter_of_vessel_lumina;Ground_tissue_fibres;Septa_in_fibers;Fibre_wall_thickness;Parenchyma_Paratracheal;Type_of_parenchyma_banding;Ray_width;Rays_cellular_composition;list_meanMAP;list_meanMAT;list_meanTS;list_meanPDQ
Pagamea_guianensis;Pagamea;RUBIACEAE;0;2;3;0;2;1;1;1;1;1;1;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Pagamea_SPP.;Pagamea;RUBIACEAE;1;2;3;2;2;2;2;1;1;0;0;2;4;2369.310598;25.64656049;65.67834291;286.5183631
Palicourea_crocea;Palicourea;RUBIACEAE;1;2;3;0;2;2;1;1;2;1;5;1;3;2421.78125;25.6421627;55.43685872;311.78125
Palicourea_guianensis;Palicourea;RUBIACEAE;1;2;3;0;2;1;1;0;1;0;5;1;3;1664.717934;20.99742953;269.8610763;170.9877031
Panopsis_sessilifolia;Panopsis;PROTEACEAE;1;2;3;0;2;0;0;0;2;0;5;2;4;960.5588235;23.2877166;343.2170973;96.35294118
Parahancornia_fasciculata;Parahancornia;APOCYNACEAE;1;2;3;0;2;2;0;1;2;1;0;1;2;902.6428571;24.06273261;88.20324503;14.57142857
Parahancornia_peruviana;Parahancornia;APOCYNACEAE;1;2;3;0;2;2;1;1;1;0;1;1;0;2611.909091;26.10803912;49.76604948;244.2727273
Parinari_campestris;Parinari;CHRYSOBALANACEAE;1;1;1;0;2;1;0;1;1;1;4;1;0;2337.55;26.56395359;39.92043819;276.875
Parinari_SPP.;Parinari;CHRYSOBALANACEAE;1;2;3;0;2;3;1;1;1;0;1;0;3;874.5138889;20.83558432;173.52646;24.40277778
Parmentiera_macrophylla;Parmentiera;BIGNONIACEAE;1;2;1;0;2;3;1;1;2;0;2;0;3;2274.515152;25.97065747;60.09074115;228.1818182
Parthenium_argentatum;Parthenium;ASTERACEAE;1;2;3;2;2;1;0;0;1;1;4;1;0;1330.386207;21.80919475;202.840326;124.0275862
Parthenium_incanum;Parthenium;ASTERACEAE;0;0;3;0;2;1;0;1;2;1;5;2;2;1706.895639;24.13297089;208.9147569;123.5046729
Passiflora_mollissima;Passiflora;PASSIFLORACEAE;1;2;1;0;2;1;0;1;2;0;1;1;4;2629.425287;24.62890331;72.00462297;185.7097701
Pausandra_spp.;Pausandra;EUPHORBIACEAE;1;2;3;0;2;3;0;1;1;1;5;3;5;2667.636364;26.09583667;44.61947634;458.4545455
Paypayrola_guianensis;Paypayrola;VIOLACEAE;1;2;3;0;2;0;0;1;2;0;1;1;4;2369.310598;25.64656049;65.67834291;286.5183631
Paypayrola_SP.;Paypayrola;VIOLACEAE;1;2;1;1;0;0;0;0;2;0;5;2;5;2421.78125;25.6421627;55.43685872;311.78125
Pelliciera_rhizophorae;Pelliciera;TETRAMERISTACEAE;1;2;3;0;2;1;0;0;1;1;5;0;3;1664.717934;20.99742953;269.8610763;170.9877031
Peltanthera_floribunda;Peltanthera;LOGANIACEAE;1;2;3;0;2;1;0;0;1;1;5;0;5;960.5588235;23.2877166;343.2170973;96.35294118
Pentagonia_macrophylla;Pentagonia;RUBIACEAE;1;2;3;0;2;1;0;1;1;1;5;1;1;902.6428571;24.06273261;88.20324503;14.57142857
Pera_arborea;Pera;PERACEAE;1;2;3;0;2;2;0;0;2;1;5;2;5;2611.909091;26.10803912;49.76604948;244.2727273
Pera_bicolor;Pera;PERACEAE;1;2;3;0;2;2;1;1;2;0;1;0;3;2337.55;26.56395359;39.92043819;276.875
Pera_glabrata;Pera;PERACEAE;1;2;3;0;2;2;0;1;1;0;1;0;5;874.5138889;20.83558432;173.52646;24.40277778
Pera_spp.;Pera;PERACEAE;1;2;1;0;2;2;1;1;2;0;1;1;4;2274.515152;25.97065747;60.09074115;228.1818182
Pereskia_guamacho;Pereskia;CACTACEAE;1;2;3;0;2;2;0;0;1;1;1;2;3;1330.386207;21.80919475;202.840326;124.0275862
Perianthomega_vellozoi;Perianthomega;BIGNONIACEAE;1;2;3;0;1;2;0;1;1;1;5;2;2;1706.895639;24.13297089;208.9147569;123.5046729
Peritassa_SPP.;Peritassa;CELASTRACEAE;1;2;3;0;2;2;0;0;1;1;5;1;5;2629.425287;24.62890331;72.00462297;185.7097701
Perrottetia_longistylis;Perrottetia;CELASTRACEAE;1;2;3;0;2;1;2;0;1;1;5;0;5;2667.636364;26.09583667;44.61947634;458.4545455
Persea_americana;Persea;LAURACEAE;1;2;3;1;1;1;1;0;1;0;5;2;4;2369.310598;25.64656049;65.67834291;286.5183631
Persea_caerulea;Persea;LAURACEAE;1;2;1;0;2;1;0;1;1;1;5;2;3;2421.78125;25.6421627;55.43685872;311.78125
Persea_venosa;Persea;LAURACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2;1664.717934;20.99742953;269.8610763;170.9877031
Petrea_volubilis;Petrea;VERBENACEAE;1;2;3;0;2;2;0;0;2;1;5;1;3;960.5588235;23.2877166;343.2170973;96.35294118
Philadelphus_mexicanus;Philadelphus;HYDRANGEACEAE;0;1;0;0;2;1;0;1;1;1;5;2;1;902.6428571;24.06273261;88.20324503;14.57142857
Philadelphus_SPP.;Philadelphus;HYDRANGEACEAE;0;2;3;1;1;1;2;1;1;1;5;3;2;2611.909091;26.10803912;49.76604948;244.2727273
Phoebe_porosa;Phoebe;LAURACEAE;0;2;3;2;2;0;1;1;1;1;5;2;2;2337.55;26.56395359;39.92043819;276.875
Phyllanthus_acuminatus;Phyllanthus;PHYLLANTHACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2;874.5138889;20.83558432;173.52646;24.40277778
Phyllanthus_brasiliensis;Phyllanthus;PHYLLANTHACEAE;1;2;3;0;2;1;0;0;2;0;5;1;4;2274.515152;25.97065747;60.09074115;228.1818182
Phyllanthus_grandifolius;Phyllanthus;PHYLLANTHACEAE;0;2;3;0;2;1;0;1;1;0;5;1;3;1330.386207;21.80919475;202.840326;124.0275862
Phyllanthus_salviifolius;Phyllanthus;PHYLLANTHACEAE;1;2;3;0;2;1;0;0;1;1;5;2;4;1706.895639;24.13297089;208.9147569;123.5046729
Phyllanthus_sellowianus;Phyllanthus;PHYLLANTHACEAE;1;2;3;0;2;1;0;1;1;0;5;2;1;2629.425287;24.62890331;72.00462297;185.7097701
Phyllostylon_rhamnoides;Phyllostylon;ULMACEAE;1;2;3;0;2;0;0;0;1;0;5;1;1;2667.636364;26.09583667;44.61947634;458.4545455
Physocalymma_scaberrimum;Physocalymma;LYTHRACEAE;1;2;3;0;2;0;2;1;2;1;4;1;2;2369.310598;25.64656049;65.67834291;286.5183631
Picramnia_pentandra;Picramnia;PICRAMNIACEAE;1;2;3;0;2;1;2;1;0;1;5;2;3;2421.78125;25.6421627;55.43685872;311.78125
Picrasma_crenata;Picrasma;SIMAROUBACEAE;1;2;1;0;2;1;0;0;1;0;5;2;4;1664.717934;20.99742953;269.8610763;170.9877031
Pimenta_acris;Pimenta;MYRTACEAE;0;2;3;0;2;2;0;1;1;1;5;1;2;960.5588235;23.2877166;343.2170973;96.35294118
Pimenta_dioica;Pimenta;MYRTACEAE;1;2;3;0;2;1;1;1;2;0;5;1;4;902.6428571;24.06273261;88.20324503;14.57142857
Pineda_weberbaueri;Pineda;SALICACEAE;0;2;3;0;2;0;1;1;2;1;1;1;4;2611.909091;26.10803912;49.76604948;244.2727273
Piper_hispidum;Piper;PIPERACEAE;1;2;3;0;2;1;0;1;1;1;5;3;1;2337.55;26.56395359;39.92043819;276.875
Piptocarpha_rotundifolia;Piptocarpha;ASTERACEAE;1;2;3;0;2;2;0;1;1;1;5;3;1;874.5138889;20.83558432;173.52646;24.40277778
Pisonia_aculeata;Pisonia;NYCTAGINACEAE;1;2;3;0;2;1;0;1;2;0;0;0;4;2274.515152;25.97065747;60.09074115;228.1818182
Pisonia_cacerensis;Pisonia;NYCTAGINACEAE;1;2;3;0;2;3;2;1;1;1;5;1;2;1330.386207;21.80919475;202.840326;124.0275862
Pisonia_zapallo;Pisonia;NYCTAGINACEAE;1;2;1;0;2;1;2;1;1;1;5;0;2;1706.895639;24.13297089;208.9147569;123.5046729
Pistacia_mexicana;Pistacia;ANACARDIACEAE;0;2;3;0;2;1;2;1;1;1;5;1;3;2629.425287;24.62890331;72.00462297;185.7097701
Pistacia_SPP.;Pistacia;ANACARDIACEAE;0;0;1;0;2;2;0;1;1;1;4;1;2;2667.636364;26.09583667;44.61947634;458.4545455
Platanus_lindeniana;Platanus;PLATANACEAE;0;2;1;0;2;2;0;0;1;1;5;2;2;2369.310598;25.64656049;65.67834291;286.5183631
Platonia_insignis;Platonia;CLUSIACEAE;1;2;3;0;1;1;1;1;1;0;5;3;2;2421.78125;25.6421627;55.43685872;311.78125
Plenckia_populnea;Plenckia;CELASTRACEAE;1;2;3;0;2;2;2;1;2;1;5;0;2;1664.717934;20.99742953;269.8610763;170.9877031
Plenckia_SP.;Plenckia;CELASTRACEAE;0;2;3;0;2;0;2;0;1;1;5;1;5;960.5588235;23.2877166;343.2170973;96.35294118
Pleodendron_costaricense;Pleodendron;CANELLACEAE;1;1;3;0;2;0;1;1;2;0;5;1;4;902.6428571;24.06273261;88.20324503;14.57142857
Pleodendron_SP.;Pleodendron;CANELLACEAE;0;2;1;2;1;1;1;1;2;1;5;0;0;2611.909091;26.10803912;49.76604948;244.2727273
Pleonotoma_melioides;Pleonotoma;BIGNONIACEAE;1;2;1;1;1;1;1;1;1;0;5;0;2;2337.55;26.56395359;39.92043819;276.875
Pleuranthodendron_mexicana;Pleuranthodendron;SALICACEAE;1;2;3;0;2;0;0;1;2;0;5;1;0;874.5138889;20.83558432;173.52646;24.40277778
Pleurisanthes_flava;Pleurisanthes;ICACINACEAE;1;2;3;1;2;1;1;0;1;0;5;2;4;2274.515152;25.97065747;60.09074115;228.1818182
Pleurothyrium_spp.;Pleurothyrium;LAURACEAE;1;2;3;0;2;2;1;1;1;1;5;2;5;1330.386207;21.80919475;202.840326;124.0275862
Plumeria_tarapotensis;Plumeria;APOCYNACEAE;1;2;3;0;2;3;1;0;0;0;1;0;5;1706.895639;24.13297089;208.9147569;123.5046729
Pogonophora_schomburgkiana;Pogonophora;PERACEAE;1;2;3;0;2;2;1;1;1;0;1;1;3;2629.425287;24.62890331;72.00462297;185.7097701
Polygala_SP.;Polygala;POLYGALACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2;2667.636364;26.09583667;44.61947634;458.4545455
Polygonanthus_amazonicus;Polygonanthus;RHIZOPHORACEAE;1;2;3;0;2;2;1;1;1;0;5;1;3;2369.310598;25.64656049;65.67834291;286.5183631
Polylepis_australis;Polylepis;ROSACEAE;1;2;3;0;2;2;1;1;1;0;1;3;2;2421.78125;25.6421627;55.43685872;311.78125
Poraqueiba_guianensis;Poraqueiba;ICACINACEAE;0;2;3;0;2;1;1;1;1;0;5;1;2;1664.717934;20.99742953;269.8610763;170.9877031
Poraqueiba_sericea;Poraqueiba;ICACINACEAE;1;2;3;1;1;1;1;1;2;0;1;3;4;960.5588235;23.2877166;343.2170973;96.35294118
Posoqueria_latifolia;Posoqueria;RUBIACEAE;0;2;1;0;2;2;0;1;1;1;5;0;2;902.6428571;24.06273261;88.20324503;14.57142857
Poulsenia_armata;Poulsenia;MORACEAE;1;2;3;0;2;0;0;1;2;0;1;0;1;2611.909091;26.10803912;49.76604948;244.2727273
Pourouma_bicolor;Pourouma;URTICACEAE;1;2;1;0;2;2;0;1;0;1;5;2;2;2337.55;26.56395359;39.92043819;276.875
Pourouma_minor;Pourouma;URTICACEAE;1;2;3;0;2;2;0;1;1;1;1;2;2;874.5138889;20.83558432;173.52646;24.40277778
Pouteria_ambelaniifolia;Pouteria;SAPOTACEAE;1;2;3;0;2;3;0;1;1;1;4;2;4;2274.515152;25.97065747;60.09074115;228.1818182
Pouteria_attenuata;Pouteria;SAPOTACEAE;1;2;1;0;2;1;0;1;2;0;1;1;3;1330.386207;21.80919475;202.840326;124.0275862
Pouteria_campechiana;Pouteria;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;2;1;2;1706.895639;24.13297089;208.9147569;123.5046729
Pouteria_chiricana;Pouteria;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;1;0;2;2629.425287;24.62890331;72.00462297;185.7097701
Pouteria_cladantha;Pouteria;SAPOTACEAE;1;2;1;0;2;1;0;1;2;0;1;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Pouteria_cuspidata;Pouteria;SAPOTACEAE;1;2;1;0;2;1;0;1;2;0;2;0;3;2369.310598;25.64656049;65.67834291;286.5183631
Pouteria_durlandii;Pouteria;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;1;1;4;2421.78125;25.6421627;55.43685872;311.78125
Pouteria_egregia;Pouteria;SAPOTACEAE;1;2;1;0;2;1;1;1;1;0;1;0;3;1664.717934;20.99742953;269.8610763;170.9877031
Pouteria_eugeniifolia;Pouteria;SAPOTACEAE;1;2;3;0;2;1;0;1;2;0;1;1;3;960.5588235;23.2877166;343.2170973;96.35294118
Pouteria_gomphiifolia;Pouteria;SAPOTACEAE;1;2;3;0;2;1;0;1;2;0;1;1;4;902.6428571;24.06273261;88.20324503;14.57142857
Pouteria_hispida;Pouteria;SAPOTACEAE;1;2;3;0;2;3;0;1;2;0;1;0;4;2611.909091;26.10803912;49.76604948;244.2727273
Pouteria_macrocarpa;Pouteria;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;1;1;3;2337.55;26.56395359;39.92043819;276.875
Pouteria_macrophylla;Pouteria;SAPOTACEAE;1;2;1;0;2;1;0;1;2;0;1;1;4;874.5138889;20.83558432;173.52646;24.40277778
Pouteria_pariry;Pouteria;SAPOTACEAE;1;2;3;0;2;2;0;1;2;0;1;1;4;2274.515152;25.97065747;60.09074115;228.1818182
Pouteria_ramiflora;Pouteria;SAPOTACEAE;1;2;3;0;2;2;0;1;2;0;1;2;3;1330.386207;21.80919475;202.840326;124.0275862
Pouteria_sapota;Pouteria;SAPOTACEAE;1;2;3;2;2;1;0;1;2;0;0;1;3;1706.895639;24.13297089;208.9147569;123.5046729
Pouteria_speciosa;Pouteria;SAPOTACEAE;1;2;3;0;2;2;0;1;2;0;1;1;3;2629.425287;24.62890331;72.00462297;185.7097701
Pouteria_SPP.;Pouteria;SAPOTACEAE;1;2;1;0;2;2;0;1;1;0;2;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Pradosia_ptychandra;Pradosia;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;1;0;2;2369.310598;25.64656049;65.67834291;286.5183631
Pradosia_schomburgkiana;Pradosia;SAPOTACEAE;1;2;1;0;2;1;0;1;2;0;2;1;4;2421.78125;25.6421627;55.43685872;311.78125
Pradosia_SPP.;Pradosia;SAPOTACEAE;1;2;3;0;2;1;0;1;2;0;2;1;4;1664.717934;20.99742953;269.8610763;170.9877031
Prockia_crucis;Prockia;SALICACEAE;1;2;1;0;2;1;0;1;2;0;1;1;2;960.5588235;23.2877166;343.2170973;96.35294118
Protium_copal;Protium;BURSERACEAE;1;2;3;0;2;1;0;0;1;0;5;1;4;902.6428571;24.06273261;88.20324503;14.57142857
Protium_decandrum;Protium;BURSERACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2;2611.909091;26.10803912;49.76604948;244.2727273
Protium_guianense;Protium;BURSERACEAE;1;2;3;0;2;1;0;0;1;1;5;1;3;2337.55;26.56395359;39.92043819;276.875
Protium_heptaphyllum;Protium;BURSERACEAE;1;2;1;0;2;1;0;0;2;1;5;0;3;874.5138889;20.83558432;173.52646;24.40277778
Protium_paniculatum;Protium;BURSERACEAE;1;2;3;0;2;1;0;0;2;1;5;1;2;2274.515152;25.97065747;60.09074115;228.1818182
Protium_SPP.;Protium;BURSERACEAE;0;2;3;0;2;2;1;0;0;1;5;1;2;1330.386207;21.80919475;202.840326;124.0275862
Protium_tenuifolium;Protium;BURSERACEAE;1;2;3;0;2;1;0;0;1;0;5;0;2;1706.895639;24.13297089;208.9147569;123.5046729
Prunus_myrtifolia;Prunus;ROSACEAE;0;2;3;0;2;2;0;0;1;1;5;1;2;2629.425287;24.62890331;72.00462297;185.7097701
Pseudosenefeldera_inclinata;Pseudosenefeldera;EUPHORBIACEAE;1;2;3;0;2;2;0;1;2;1;5;0;2;2667.636364;26.09583667;44.61947634;458.4545455
Pseudosmodingium_perniciosum;Pseudosmodingium;ANACARDIACEAE;0;2;1;0;2;1;0;1;1;0;1;1;5;2369.310598;25.64656049;65.67834291;286.5183631
Pseudoxandra_lucida;Pseudoxandra;ANNONACEAE;1;2;3;0;2;1;0;1;1;1;5;1;2;2421.78125;25.6421627;55.43685872;311.78125
Psidium_galapageium;Psidium;MYRTACEAE;1;2;3;0;2;1;1;1;1;0;1;2;0;1664.717934;20.99742953;269.8610763;170.9877031
Psidium_guajava;Psidium;MYRTACEAE;1;2;1;0;2;0;1;1;1;0;1;1;3;960.5588235;23.2877166;343.2170973;96.35294118
Psidium_sartorianum;Psidium;MYRTACEAE;1;2;3;0;2;1;2;1;1;0;1;1;4;902.6428571;24.06273261;88.20324503;14.57142857
Psychotria_brasiliensis;Psychotria;RUBIACEAE;1;2;3;0;2;0;0;1;2;0;5;1;4;2611.909091;26.10803912;49.76604948;244.2727273
Psychotria_hazenii;Psychotria;RUBIACEAE;0;2;3;0;2;0;1;0;1;0;5;1;1;2337.55;26.56395359;39.92043819;276.875
Psychotria_hoffmannseggiana;Psychotria;RUBIACEAE;1;2;3;0;2;1;0;0;1;0;5;2;5;874.5138889;20.83558432;173.52646;24.40277778
Psychotria_leiocarpa;Psychotria;RUBIACEAE;1;2;3;0;2;0;1;0;1;0;5;1;1;2274.515152;25.97065747;60.09074115;228.1818182
Psychotria_nuda;Psychotria;RUBIACEAE;1;2;3;0;2;0;1;0;1;0;5;2;1;1330.386207;21.80919475;202.840326;124.0275862
Psychotria_oncocarpa;Psychotria;RUBIACEAE;1;2;3;0;2;0;1;0;1;0;5;2;5;1706.895639;24.13297089;208.9147569;123.5046729
Psychotria_pubigera;Psychotria;RUBIACEAE;1;2;3;0;2;0;0;0;2;0;5;2;4;2629.425287;24.62890331;72.00462297;185.7097701
Psychotria_ruelliifolia;Psychotria;RUBIACEAE;1;2;3;0;2;0;1;0;1;0;5;1;1;2667.636364;26.09583667;44.61947634;458.4545455
Psychotria_SPP.;Psychotria;RUBIACEAE;1;2;1;0;2;0;0;0;1;0;5;1;1;2369.310598;25.64656049;65.67834291;286.5183631
Psychotria_suterella;Psychotria;RUBIACEAE;1;2;3;2;2;1;0;0;1;0;5;1;4;2421.78125;25.6421627;55.43685872;311.78125
Psychotria_vellosiana;Psychotria;RUBIACEAE;1;2;3;0;2;0;1;0;1;0;5;1;2;1664.717934;20.99742953;269.8610763;170.9877031
Ptelea_trifoliata;Ptelea;RUTACEAE;0;2;3;0;2;1;1;0;1;0;5;2;5;960.5588235;23.2877166;343.2170973;96.35294118
Ptilochaeta_nudipes;Ptilochaeta;MALPIGHIACEAE;0;0;0;0;2;2;0;1;2;1;4;2;0;902.6428571;24.06273261;88.20324503;14.57142857
Ptychopetalum_olacoides;Ptychopetalum;OLACACEAE;0;1;1;0;2;0;0;0;2;1;5;1;3;2611.909091;26.10803912;49.76604948;244.2727273
Pyrostegia_venusta;Pyrostegia;BIGNONIACEAE;1;2;3;0;2;2;0;1;2;0;5;1;2;2337.55;26.56395359;39.92043819;276.875
Qualea_albiflora;Qualea;VOCHYSIACEAE;0;2;3;0;2;2;0;0;2;1;4;2;5;874.5138889;20.83558432;173.52646;24.40277778
Qualea_coerulea;Qualea;VOCHYSIACEAE;1;2;3;0;2;2;0;1;1;1;5;1;0;2274.515152;25.97065747;60.09074115;228.1818182
Qualea_dichotoma;Qualea;VOCHYSIACEAE;1;2;3;0;2;2;0;1;1;1;5;1;0;1330.386207;21.80919475;202.840326;124.0275862
Qualea_dinizii;Qualea;VOCHYSIACEAE;1;2;3;0;2;2;2;0;1;1;0;1;0;1706.895639;24.13297089;208.9147569;123.5046729
Qualea_grandiflora;Qualea;VOCHYSIACEAE;1;2;3;0;2;2;0;1;1;1;4;2;0;2629.425287;24.62890331;72.00462297;185.7097701
Qualea_multiflora;Qualea;VOCHYSIACEAE;0;2;3;1;2;1;2;0;2;1;0;1;0;2667.636364;26.09583667;44.61947634;458.4545455
Qualea_rosea;Qualea;VOCHYSIACEAE;1;2;3;0;2;1;0;0;2;1;0;1;0;2369.310598;25.64656049;65.67834291;286.5183631
Qualea_SPP.;Qualea;VOCHYSIACEAE;1;2;3;0;2;3;0;1;1;1;5;1;2;2421.78125;25.6421627;55.43685872;311.78125
Quassia_amara;Quassia;SIMAROUBACEAE;1;2;3;0;2;3;0;1;1;1;5;1;0;1664.717934;20.99742953;269.8610763;170.9877031
Quercus_group;Quercus;FAGACEAE;0;2;3;0;2;3;0;0;1;1;5;1;2;960.5588235;23.2877166;343.2170973;96.35294118
Quiina_amazonica;Quiina;OCHNACEAE;1;2;3;0;2;1;0;1;1;1;4;0;2;902.6428571;24.06273261;88.20324503;14.57142857
Quiina_cruegeriana;Quiina;OCHNACEAE;1;1;1;0;2;3;0;1;2;1;1;3;0;2611.909091;26.10803912;49.76604948;244.2727273
Quillaja_lancifolia;Quillaja;QUILLAJACEAE;1;2;3;0;2;1;1;1;2;1;5;1;4;2337.55;26.56395359;39.92043819;276.875
Randia_aculeata;Randia;RUBIACEAE;0;2;3;0;2;1;1;1;1;1;5;1;2;874.5138889;20.83558432;173.52646;24.40277778
Randia_armata;Randia;RUBIACEAE;0;2;3;0;2;2;0;1;2;1;5;0;1;2274.515152;25.97065747;60.09074115;228.1818182
Randia_capitata;Randia;RUBIACEAE;1;2;3;0;2;0;1;1;2;0;5;1;4;1330.386207;21.80919475;202.840326;124.0275862
Rauvolfia_praecox;Rauvolfia;APOCYNACEAE;0;2;1;0;2;1;1;1;1;1;5;1;4;1706.895639;24.13297089;208.9147569;123.5046729
Remijia_amazonica;Remijia;RUBIACEAE;1;2;1;0;2;1;0;1;1;1;5;1;2;2629.425287;24.62890331;72.00462297;185.7097701
Retiniphyllum_SP.;Retiniphyllum;RUBIACEAE;1;2;3;0;2;1;1;1;1;0;5;2;2;2667.636364;26.09583667;44.61947634;458.4545455
Reynosia_septentrionalis;Reynosia;RHAMNACEAE;1;2;3;1;2;1;1;1;1;1;5;1;4;2369.310598;25.64656049;65.67834291;286.5183631
Rhabdodendron_amazonicum;Rhabdodendron;RHABDODENDRACEAE;1;2;3;0;2;0;1;1;1;1;5;1;2;2421.78125;25.6421627;55.43685872;311.78125
Rhabdodendron_macrophyllum;Rhabdodendron;RHABDODENDRACEAE;1;2;2;0;2;1;2;1;1;1;5;2;3;1664.717934;20.99742953;269.8610763;170.9877031
Rhamnidium_elaeocarpum;Rhamnidium;RHAMNACEAE;1;2;3;0;2;1;0;1;2;1;5;1;3;960.5588235;23.2877166;343.2170973;96.35294118
Rhamnidium_glabrum;Rhamnidium;RHAMNACEAE;1;2;3;0;2;1;1;1;2;0;4;1;4;902.6428571;24.06273261;88.20324503;14.57142857
Rhamnidium_nipense;Rhamnidium;RHAMNACEAE;1;2;3;0;2;1;0;1;0;1;4;2;4;2611.909091;26.10803912;49.76604948;244.2727273
Rhamnus_humboldtiana;Rhamnus;RHAMNACEAE;1;2;3;0;2;1;0;1;2;1;4;1;3;2337.55;26.56395359;39.92043819;276.875
Rhizophora_harrisonii;Rhizophora;RHIZOPHORACEAE;1;2;3;0;2;2;2;1;1;1;5;2;3;874.5138889;20.83558432;173.52646;24.40277778
Rhizophora_mangle;Rhizophora;RHIZOPHORACEAE;1;2;1;0;2;1;0;1;2;1;4;1;3;2274.515152;25.97065747;60.09074115;228.1818182
Rhizophora_racemosa;Rhizophora;RHIZOPHORACEAE;1;2;3;1;0;1;0;0;2;1;5;2;2;1330.386207;21.80919475;202.840326;124.0275862
Rhizophora_SPP.;Rhizophora;RHIZOPHORACEAE;1;2;3;1;1;1;0;0;2;1;5;2;2;1706.895639;24.13297089;208.9147569;123.5046729
Rhodostemonodaphne_grandis;Rhodostemonodaphne;LAURACEAE;1;2;3;1;0;1;0;1;2;1;5;2;2;2629.425287;24.62890331;72.00462297;185.7097701
Rhus_virens;Rhus;ANACARDIACEAE;1;2;1;0;2;2;0;0;1;1;5;1;3;2667.636364;26.09583667;44.61947634;458.4545455
Rhynchanthera_SPP.;Rhynchanthera;MELASTOMATACEAE;1;2;1;0;2;1;0;1;1;0;1;0;5;2369.310598;25.64656049;65.67834291;286.5183631
Rhytidophyllum_SP.;Rhytidophyllum;GESNERIACEAE;0;0;1;0;2;1;0;1;1;1;5;1;2;2421.78125;25.6421627;55.43685872;311.78125
Richeria_grandis;Richeria;PHYLLANTHACEAE;1;2;0;0;2;1;0;1;1;1;5;1;1;1664.717934;20.99742953;269.8610763;170.9877031
Rochefortia_SP.;Rochefortia;BORAGINACEAE;1;2;3;0;2;2;1;1;2;0;5;1;4;960.5588235;23.2877166;343.2170973;96.35294118
Rollinia_annonoides;Rollinia;ANNONACEAE;1;2;3;1;2;0;0;0;2;0;5;1;4;902.6428571;24.06273261;88.20324503;14.57142857
Rollinia_exsucca;Rollinia;ANNONACEAE;1;2;3;0;2;0;1;1;2;0;5;1;0;2611.909091;26.10803912;49.76604948;244.2727273
Rollinia_mucosa;Rollinia;ANNONACEAE;1;2;3;0;2;2;0;1;1;0;1;1;3;2337.55;26.56395359;39.92043819;276.875
Rollinia_spp.;Rollinia;ANNONACEAE;0;2;3;0;2;2;0;1;1;1;5;1;0;874.5138889;20.83558432;173.52646;24.40277778
Rondeletia_cooperi;Rondeletia;RUBIACEAE;1;2;3;0;2;2;2;1;1;0;1;2;3;2274.515152;25.97065747;60.09074115;228.1818182
Roucheria_calophylla;Roucheria;LINACEAE;1;2;3;0;2;0;0;1;2;0;5;2;4;1330.386207;21.80919475;202.840326;124.0275862
Roucheria_punctata;Roucheria;LINACEAE;0;2;3;0;2;2;0;1;1;1;5;2;0;1706.895639;24.13297089;208.9147569;123.5046729
Roupala_montana;Roupala;PROTEACEAE;1;2;3;0;2;2;1;1;2;1;5;1;4;2629.425287;24.62890331;72.00462297;185.7097701
Rourea_pubescens;Rourea;CONNARACEAE;1;2;3;0;2;2;1;1;2;1;5;1;3;2667.636364;26.09583667;44.61947634;458.4545455
Rourea_SPP.;Rourea;CONNARACEAE;1;2;0;0;2;1;2;1;2;0;1;3;5;2369.310598;25.64656049;65.67834291;286.5183631
Ruagea_insignis;Ruagea;MELIACEAE;0;2;3;0;2;3;1;1;1;0;5;1;5;2421.78125;25.6421627;55.43685872;311.78125
Ruptiliocarpon_caracolito;Ruptiliocarpon;LEPIDOBOTRYACEAE;1;2;3;2;2;0;0;0;1;0;5;1;4;1664.717934;20.99742953;269.8610763;170.9877031
Ryania_angustifolia;Ryania;SALICACEAE;1;2;3;0;2;3;0;1;1;1;5;1;0;960.5588235;23.2877166;343.2170973;96.35294118
Ryania_speciosa;Ryania;SALICACEAE;0;2;3;0;2;2;0;1;1;1;1;0;2;902.6428571;24.06273261;88.20324503;14.57142857
Ryania_SPP.;Ryania;SALICACEAE;1;2;3;0;1;0;1;0;1;0;5;2;4;2611.909091;26.10803912;49.76604948;244.2727273
Sacoglottis_amazonica;Sacoglottis;HUMIRIACEAE;1;2;3;0;2;1;1;0;1;0;5;3;4;2337.55;26.56395359;39.92043819;276.875
Sacoglottis_cydonioides;Sacoglottis;HUMIRIACEAE;1;2;3;0;2;0;1;0;0;0;5;3;4;874.5138889;20.83558432;173.52646;24.40277778
Sagotia_racemosa;Sagotia;EUPHORBIACEAE;1;2;3;1;2;2;2;1;2;1;1;1;4;2274.515152;25.97065747;60.09074115;228.1818182
